#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HJURP	BIRC5	9606.ENSP00000414109	9606.ENSP00000301633	0	0	0	0	0.819	0	0	0.535	0.912
HJURP	CKAP2L	9606.ENSP00000414109	9606.ENSP00000305204	0	0	0	0	0.781	0	0	0.620	0.913
HJURP	AURKB	9606.ENSP00000414109	9606.ENSP00000313950	0	0	0	0	0.809	0	0	0.632	0.927
HJURP	SKA3	9606.ENSP00000414109	9606.ENSP00000319417	0	0	0	0	0.491	0	0	0.264	0.610
HJURP	CDC25C	9606.ENSP00000414109	9606.ENSP00000321656	0	0	0	0	0.774	0	0	0.430	0.865
HJURP	SPAG5	9606.ENSP00000414109	9606.ENSP00000323300	0	0	0	0	0.834	0	0	0.573	0.926
HJURP	KIF15	9606.ENSP00000414109	9606.ENSP00000324020	0	0	0	0	0.808	0	0	0.340	0.868
HJURP	CDCA2	9606.ENSP00000414109	9606.ENSP00000328228	0	0	0	0	0.655	0	0	0.305	0.750
HJURP	ERCC6L	9606.ENSP00000414109	9606.ENSP00000334675	0	0	0	0	0.378	0	0	0.310	0.552
HJURP	CENPA	9606.ENSP00000414109	9606.ENSP00000336868	0	0	0	0	0.799	0.990	0.500	0.970	0.999
HJURP	FOXM1	9606.ENSP00000414109	9606.ENSP00000342307	0	0	0	0	0.815	0	0	0.574	0.918
HJURP	UBE2C	9606.ENSP00000414109	9606.ENSP00000348838	0	0	0	0	0.806	0	0	0.626	0.924
HJURP	RRM2	9606.ENSP00000414109	9606.ENSP00000353770	0	0	0	0	0.706	0	0	0.564	0.866
HJURP	IQGAP3	9606.ENSP00000414109	9606.ENSP00000354451	0	0	0	0	0.662	0	0	0.174	0.709
HJURP	EXO1	9606.ENSP00000414109	9606.ENSP00000355506	0	0	0	0	0.513	0	0	0.501	0.746
HJURP	CENPF	9606.ENSP00000414109	9606.ENSP00000355922	0	0	0	0	0.856	0	0	0.640	0.946
HJURP	NEK2	9606.ENSP00000414109	9606.ENSP00000355966	0	0	0	0	0.742	0	0	0.301	0.812
HJURP	KIF14	9606.ENSP00000414109	9606.ENSP00000356319	0	0	0	0	0.790	0.292	0	0.552	0.927
HJURP	ASPM	9606.ENSP00000414109	9606.ENSP00000356379	0	0	0	0	0.855	0	0	0.545	0.931
HJURP	MKI67	9606.ENSP00000414109	9606.ENSP00000357643	0	0	0.313	0	0.839	0	0	0.556	0.946
HJURP	TTK	9606.ENSP00000414109	9606.ENSP00000358813	0	0	0	0	0.801	0	0	0.660	0.929
HJURP	CEP55	9606.ENSP00000414109	9606.ENSP00000360540	0	0	0	0	0.798	0	0	0.623	0.921
HJURP	STIL	9606.ENSP00000414109	9606.ENSP00000360944	0	0	0	0	0.460	0	0	0.063	0.473
HJURP	RAD54L	9606.ENSP00000414109	9606.ENSP00000361043	0	0	0	0	0.472	0	0	0.303	0.616
HJURP	KIF2C	9606.ENSP00000414109	9606.ENSP00000361298	0	0	0	0	0.830	0	0	0.653	0.938
HJURP	CDC20	9606.ENSP00000414109	9606.ENSP00000361540	0	0	0	0	0.881	0	0	0.396	0.925
HJURP	CDCA8	9606.ENSP00000414109	9606.ENSP00000362146	0	0	0	0	0.860	0	0	0.475	0.923
HJURP	ZWINT	9606.ENSP00000414109	9606.ENSP00000363055	0	0	0	0	0.474	0	0	0.586	0.773
HJURP	KIF4A	9606.ENSP00000414109	9606.ENSP00000363524	0	0	0	0	0.802	0	0	0.605	0.918
HJURP	HMMR	9606.ENSP00000414109	9606.ENSP00000377492	0	0	0	0	0.780	0	0	0.471	0.878
HJURP	KIF20A	9606.ENSP00000414109	9606.ENSP00000378356	0	0	0	0	0.858	0	0	0.561	0.935
HJURP	CHEK1	9606.ENSP00000414109	9606.ENSP00000391090	0	0	0	0	0.487	0	0	0.378	0.667
HJURP	CDC45	9606.ENSP00000414109	9606.ENSP00000405726	0	0	0	0	0.766	0	0	0.516	0.882
HJURP	TOP2A	9606.ENSP00000414109	9606.ENSP00000411532	0	0	0	0	0.854	0	0	0.417	0.911
HJURP	DEPDC1	9606.ENSP00000414109	9606.ENSP00000412292	0	0	0	0	0.779	0	0	0.270	0.832
HJURP	UBE2T	9606.ENSP00000414109	9606.ENSP00000494957	0	0	0	0	0.402	0	0	0.164	0.479
HJURP	UHRF1	9606.ENSP00000414109	9606.ENSP00000479617	0	0	0	0	0.503	0	0	0.195	0.583
HJURP	MCM10	9606.ENSP00000414109	9606.ENSP00000418268	0	0	0	0	0.521	0	0	0.263	0.631
HJURP	CDCA3	9606.ENSP00000414109	9606.ENSP00000442068	0	0	0	0	0.807	0	0	0.191	0.837
HJURP	KIF18B	9606.ENSP00000414109	9606.ENSP00000465992	0	0	0	0	0.668	0	0	0.607	0.864
HJURP	CCNA2	9606.ENSP00000414109	9606.ENSP00000481380	0	0	0	0	0.821	0	0	0.341	0.877
HJURP	GTSE1	9606.ENSP00000414109	9606.ENSP00000415430	0	0	0	0	0.785	0	0	0.505	0.889
HJURP	PBK	9606.ENSP00000414109	9606.ENSP00000428489	0	0	0	0	0.791	0	0	0.523	0.896
HMGB3	CCNB1	9606.ENSP00000359393	9606.ENSP00000256442	0	0	0	0	0.324	0.051	0	0.179	0.428
HMGB3	CCNB2	9606.ENSP00000359393	9606.ENSP00000288207	0	0	0	0	0.284	0.051	0	0.199	0.408
HMGB3	UBE2C	9606.ENSP00000359393	9606.ENSP00000348838	0	0	0	0	0.267	0.051	0	0.239	0.425
HMGB3	KIF4A	9606.ENSP00000359393	9606.ENSP00000363524	0	0	0	0	0.383	0	0	0.101	0.422
HMGB3	TOP2A	9606.ENSP00000359393	9606.ENSP00000411532	0	0	0	0	0.296	0.125	0	0.231	0.485
HMGB3	AGER	9606.ENSP00000359393	9606.ENSP00000364210	0	0	0	0	0	0.045	0	0.573	0.574
HMMR	CDC6	9606.ENSP00000377492	9606.ENSP00000209728	0	0	0	0	0.430	0	0	0.299	0.584
HMMR	MYBL2	9606.ENSP00000377492	9606.ENSP00000217026	0	0	0	0	0.378	0.054	0	0.179	0.475
HMMR	NCAPH	9606.ENSP00000377492	9606.ENSP00000240423	0	0	0	0	0.549	0	0	0.208	0.628
HMMR	DLGAP5	9606.ENSP00000377492	9606.ENSP00000247191	0	0	0	0	0.999	0.072	0	0.594	0.999
HMMR	E2F8	9606.ENSP00000377492	9606.ENSP00000250024	0	0	0	0	0.456	0	0	0.273	0.588
HMMR	NCAPG	9606.ENSP00000377492	9606.ENSP00000251496	0	0	0	0	0.817	0	0	0.523	0.909
HMMR	GINS2	9606.ENSP00000377492	9606.ENSP00000253462	0	0	0	0	0.416	0	0	0.287	0.565
HMMR	LYVE1	9606.ENSP00000377492	9606.ENSP00000256178	0	0	0	0	0	0.091	0.500	0.703	0.853
HMMR	CCNB1	9606.ENSP00000377492	9606.ENSP00000256442	0	0	0	0	0.799	0.091	0	0.709	0.942
HMMR	TROAP	9606.ENSP00000377492	9606.ENSP00000257909	0	0	0	0	0.516	0	0	0.118	0.555
HMMR	ESPL1	9606.ENSP00000377492	9606.ENSP00000257934	0	0	0	0	0.440	0	0	0.475	0.693
HMMR	KIF11	9606.ENSP00000377492	9606.ENSP00000260731	0	0	0	0	0.815	0.049	0	0.623	0.928
HMMR	NDC80	9606.ENSP00000377492	9606.ENSP00000261597	0	0	0	0	0.797	0.173	0	0.094	0.835
HMMR	GINS1	9606.ENSP00000377492	9606.ENSP00000262460	0	0	0	0	0.354	0.046	0	0.217	0.476
HMMR	SGO1	9606.ENSP00000377492	9606.ENSP00000263753	0	0	0	0	0.385	0	0	0.170	0.468
HMMR	POLQ	9606.ENSP00000377492	9606.ENSP00000264233	0	0	0	0	0.452	0	0	0.052	0.458
HMMR	NEIL3	9606.ENSP00000377492	9606.ENSP00000264596	0	0	0	0	0.496	0	0	0.215	0.588
HMMR	DEPDC1B	9606.ENSP00000377492	9606.ENSP00000265036	0	0	0	0	0.781	0.049	0	0.171	0.812
HMMR	ANLN	9606.ENSP00000377492	9606.ENSP00000265748	0	0	0	0	0.764	0	0	0.513	0.880
HMMR	TICRR	9606.ENSP00000377492	9606.ENSP00000268138	0	0	0	0	0.379	0.091	0	0.135	0.469
HMMR	NUF2	9606.ENSP00000377492	9606.ENSP00000271452	0	0	0	0	0.817	0.053	0	0.395	0.886
HMMR	CDCA5	9606.ENSP00000377492	9606.ENSP00000275517	0	0	0	0	0.779	0	0	0.269	0.831
HMMR	BUB1B	9606.ENSP00000377492	9606.ENSP00000287598	0	0	0	0	0.792	0.115	0	0.412	0.882
HMMR	CCNB2	9606.ENSP00000377492	9606.ENSP00000288207	0	0	0	0	0.796	0.091	0	0.446	0.888
HMMR	MELK	9606.ENSP00000377492	9606.ENSP00000298048	0	0	0	0	0.804	0.065	0	0.421	0.884
HMMR	PLK1	9606.ENSP00000377492	9606.ENSP00000300093	0	0	0	0	0.491	0.087	0	0.372	0.683
HMMR	TPX2	9606.ENSP00000377492	9606.ENSP00000300403	0	0	0	0	0.799	0.328	0	0.856	0.979
HMMR	BIRC5	9606.ENSP00000377492	9606.ENSP00000301633	0	0	0	0	0.793	0.071	0	0.434	0.882
HMMR	CKAP2L	9606.ENSP00000377492	9606.ENSP00000305204	0	0	0	0	0.768	0	0	0.226	0.812
HMMR	AURKB	9606.ENSP00000377492	9606.ENSP00000313950	0	0	0	0	0.510	0	0	0.529	0.760
HMMR	SKA3	9606.ENSP00000377492	9606.ENSP00000319417	0	0	0	0	0.652	0	0	0.642	0.870
HMMR	EZH2	9606.ENSP00000377492	9606.ENSP00000320147	0	0	0	0	0.327	0.106	0	0.225	0.493
HMMR	CDC25C	9606.ENSP00000377492	9606.ENSP00000321656	0	0	0	0	0.654	0	0	0.223	0.720
HMMR	SPAG5	9606.ENSP00000377492	9606.ENSP00000323300	0	0	0	0	0.647	0	0	0.186	0.701
HMMR	KIF15	9606.ENSP00000377492	9606.ENSP00000324020	0	0	0	0	0.786	0.104	0	0.526	0.901
HMMR	CDCA2	9606.ENSP00000377492	9606.ENSP00000328228	0	0	0	0	0.783	0	0	0.281	0.837
HMMR	CTHRC1	9606.ENSP00000377492	9606.ENSP00000330523	0	0	0	0	0.068	0	0	0.553	0.565
HMMR	ERCC6L	9606.ENSP00000377492	9606.ENSP00000334675	0	0	0	0	0.419	0.112	0	0.189	0.545
HMMR	CENPA	9606.ENSP00000377492	9606.ENSP00000336868	0	0	0	0	0.799	0.078	0	0.359	0.870
HMMR	FOXM1	9606.ENSP00000377492	9606.ENSP00000342307	0	0	0	0	0.524	0.059	0	0.599	0.805
HMMR	UBE2C	9606.ENSP00000377492	9606.ENSP00000348838	0	0	0	0	0.790	0.080	0	0.503	0.896
HMMR	RRM2	9606.ENSP00000377492	9606.ENSP00000353770	0	0	0	0	0.681	0.049	0	0.414	0.807
HMMR	EXO1	9606.ENSP00000377492	9606.ENSP00000355506	0	0	0	0	0.476	0.060	0	0.243	0.595
HMMR	CENPF	9606.ENSP00000377492	9606.ENSP00000355922	0	0	0	0	0.787	0.045	0	0.669	0.927
HMMR	NEK2	9606.ENSP00000377492	9606.ENSP00000355966	0	0	0	0	0.779	0.043	0	0.436	0.870
HMMR	KIF14	9606.ENSP00000377492	9606.ENSP00000356319	0	0	0	0	0.786	0	0	0.343	0.853
HMMR	ASPM	9606.ENSP00000377492	9606.ENSP00000356379	0	0	0	0	0.809	0.043	0	0.640	0.928
HMMR	MKI67	9606.ENSP00000377492	9606.ENSP00000357643	0	0	0	0	0.772	0	0	0.566	0.896
HMMR	TTK	9606.ENSP00000377492	9606.ENSP00000358813	0	0	0	0	0.798	0.099	0	0.401	0.881
HMMR	CEP55	9606.ENSP00000377492	9606.ENSP00000360540	0	0	0	0	0.873	0	0	0.443	0.926
HMMR	STIL	9606.ENSP00000377492	9606.ENSP00000360944	0	0	0	0	0.360	0	0	0.160	0.440
HMMR	RAD54L	9606.ENSP00000377492	9606.ENSP00000361043	0	0	0	0	0.378	0.099	0	0.232	0.532
HMMR	KIF2C	9606.ENSP00000377492	9606.ENSP00000361298	0	0	0	0	0.788	0	0	0.402	0.868
HMMR	CDC20	9606.ENSP00000377492	9606.ENSP00000361540	0	0	0	0	0.794	0.099	0	0.416	0.882
HMMR	CDCA8	9606.ENSP00000377492	9606.ENSP00000362146	0	0	0	0	0.780	0	0	0.410	0.864
HMMR	ZWINT	9606.ENSP00000377492	9606.ENSP00000363055	0	0	0	0	0.772	0	0	0.543	0.891
HMMR	KIF4A	9606.ENSP00000377492	9606.ENSP00000363524	0	0	0	0	0.797	0.091	0	0.388	0.877
HMMR	KIF18B	9606.ENSP00000377492	9606.ENSP00000465992	0	0	0	0	0.353	0.057	0	0.145	0.433
HMMR	UHRF1	9606.ENSP00000377492	9606.ENSP00000479617	0	0	0	0	0.366	0.048	0	0.198	0.474
HMMR	GTSE1	9606.ENSP00000377492	9606.ENSP00000415430	0	0	0	0	0.393	0	0	0.204	0.496
HMMR	RECQL4	9606.ENSP00000377492	9606.ENSP00000482313	0	0	0	0	0.172	0	0	0.431	0.509
HMMR	UBE2T	9606.ENSP00000377492	9606.ENSP00000494957	0	0	0	0	0.495	0.080	0	0.168	0.579
HMMR	PRAME	9606.ENSP00000377492	9606.ENSP00000445675	0	0	0	0	0.124	0	0	0.576	0.613
HMMR	CHEK1	9606.ENSP00000377492	9606.ENSP00000391090	0	0	0	0	0.552	0.066	0	0.175	0.625
HMMR	MCM10	9606.ENSP00000377492	9606.ENSP00000418268	0	0	0	0	0.512	0	0	0.464	0.727
HMMR	CDC45	9606.ENSP00000377492	9606.ENSP00000405726	0	0	0	0	0.652	0.070	0	0.282	0.748
HMMR	CDCA3	9606.ENSP00000377492	9606.ENSP00000442068	0	0	0	0	0.789	0	0	0.371	0.861
HMMR	HJURP	9606.ENSP00000377492	9606.ENSP00000414109	0	0	0	0	0.780	0	0	0.471	0.878
HMMR	PBK	9606.ENSP00000377492	9606.ENSP00000428489	0	0	0	0	0.804	0.095	0	0.448	0.893
HMMR	TOP2A	9606.ENSP00000377492	9606.ENSP00000411532	0	0	0	0	0.798	0.046	0	0.534	0.902
HMMR	DEPDC1	9606.ENSP00000377492	9606.ENSP00000412292	0	0	0	0	0.781	0.049	0	0.592	0.907
HMMR	KIF20A	9606.ENSP00000377492	9606.ENSP00000378356	0	0	0	0	0.819	0.045	0	0.519	0.909
HMMR	CCNA2	9606.ENSP00000377492	9606.ENSP00000481380	0	0	0	0	0.802	0	0	0.619	0.921
HS6ST2	NDST1	9606.ENSP00000429473	9606.ENSP00000261797	0	0	0	0	0	0	0	0.652	0.652
HS6ST2	CRABP2	9606.ENSP00000429473	9606.ENSP00000482841	0	0	0	0	0.067	0	0	0.460	0.474
HSPA12B	KANK3	9606.ENSP00000254963	9606.ENSP00000328923	0	0	0	0	0.244	0.100	0	0.300	0.483
HSPA12B	CLEC14A	9606.ENSP00000254963	9606.ENSP00000353013	0	0	0	0	0.443	0.102	0	0.186	0.557
HTR3A	SLC6A4	9606.ENSP00000347754	9606.ENSP00000261707	0	0	0	0	0	0	0	0.726	0.726
IQANK1	SPTBN1	9606.ENSP00000489685	9606.ENSP00000349259	0	0	0	0	0.059	0.423	0	0.108	0.473
IQGAP3	DLGAP5	9606.ENSP00000354451	9606.ENSP00000247191	0	0	0	0	0.456	0.060	0	0.260	0.589
IQGAP3	TROAP	9606.ENSP00000354451	9606.ENSP00000257909	0	0	0	0	0.523	0	0	0.187	0.595
IQGAP3	ESPL1	9606.ENSP00000354451	9606.ENSP00000257934	0	0	0	0	0.688	0	0	0.152	0.724
IQGAP3	KIF11	9606.ENSP00000354451	9606.ENSP00000260731	0	0	0	0	0.606	0	0	0.166	0.658
IQGAP3	DEPDC1B	9606.ENSP00000354451	9606.ENSP00000265036	0	0	0	0	0.218	0	0.400	0.122	0.552
IQGAP3	ANLN	9606.ENSP00000354451	9606.ENSP00000265748	0	0	0	0	0.244	0.486	0.400	0.225	0.795
IQGAP3	BUB1B	9606.ENSP00000354451	9606.ENSP00000287598	0	0	0	0	0.552	0	0	0.203	0.628
IQGAP3	CCNB2	9606.ENSP00000354451	9606.ENSP00000288207	0	0	0	0	0.314	0.089	0	0.147	0.420
IQGAP3	PLK1	9606.ENSP00000354451	9606.ENSP00000300093	0	0	0	0	0.283	0	0	0.237	0.430
IQGAP3	TPX2	9606.ENSP00000354451	9606.ENSP00000300403	0	0	0	0	0.371	0	0	0.160	0.450
IQGAP3	BIRC5	9606.ENSP00000354451	9606.ENSP00000301633	0	0	0	0	0.467	0	0	0.167	0.537
IQGAP3	AURKB	9606.ENSP00000354451	9606.ENSP00000313950	0	0	0	0	0.378	0	0	0.117	0.427
IQGAP3	SPAG5	9606.ENSP00000354451	9606.ENSP00000323300	0	0	0	0	0.509	0	0	0.137	0.558
IQGAP3	KIF15	9606.ENSP00000354451	9606.ENSP00000324020	0	0	0	0	0.352	0	0	0.137	0.417
IQGAP3	CAV1	9606.ENSP00000354451	9606.ENSP00000339191	0	0	0	0	0.059	0	0.400	0.064	0.425
IQGAP3	FOXM1	9606.ENSP00000354451	9606.ENSP00000342307	0	0	0	0	0.500	0	0	0.152	0.558
IQGAP3	UBE2C	9606.ENSP00000354451	9606.ENSP00000348838	0	0	0	0	0.378	0	0	0.323	0.561
IQGAP3	RRM2	9606.ENSP00000354451	9606.ENSP00000353770	0	0	0	0	0.328	0	0	0.204	0.442
IQGAP3	DEPDC1	9606.ENSP00000354451	9606.ENSP00000412292	0	0	0	0	0.327	0	0	0.167	0.415
IQGAP3	CEP55	9606.ENSP00000354451	9606.ENSP00000360540	0	0	0	0	0.334	0	0	0.167	0.422
IQGAP3	LGR4	9606.ENSP00000354451	9606.ENSP00000368516	0	0	0	0	0	0	0	0.464	0.463
IQGAP3	CCNA2	9606.ENSP00000354451	9606.ENSP00000481380	0	0	0	0	0.441	0	0	0.080	0.464
IQGAP3	PBK	9606.ENSP00000354451	9606.ENSP00000428489	0	0	0	0	0.402	0	0	0.158	0.475
IQGAP3	KIF14	9606.ENSP00000354451	9606.ENSP00000356319	0	0	0	0	0.323	0	0	0.304	0.509
IQGAP3	TTK	9606.ENSP00000354451	9606.ENSP00000358813	0	0	0	0	0.467	0	0	0.127	0.515
IQGAP3	KIF18B	9606.ENSP00000354451	9606.ENSP00000465992	0	0	0	0	0.423	0	0	0.205	0.522
IQGAP3	ASPM	9606.ENSP00000354451	9606.ENSP00000356379	0	0	0	0.547	0.577	0	0	0.128	0.615
IQGAP3	CDC20	9606.ENSP00000354451	9606.ENSP00000361540	0	0	0	0	0.490	0.124	0	0.212	0.617
IQGAP3	MKI67	9606.ENSP00000354451	9606.ENSP00000357643	0	0	0	0	0.565	0	0	0.181	0.628
IQGAP3	CDCA8	9606.ENSP00000354451	9606.ENSP00000362146	0	0	0	0	0.561	0	0	0.199	0.633
IQGAP3	KIF4A	9606.ENSP00000354451	9606.ENSP00000363524	0	0	0	0	0.514	0	0	0.288	0.639
IQGAP3	CENPF	9606.ENSP00000354451	9606.ENSP00000355922	0	0	0	0	0.571	0	0	0.213	0.648
IQGAP3	TOP2A	9606.ENSP00000354451	9606.ENSP00000411532	0	0	0	0	0.580	0	0	0.223	0.660
IQGAP3	KIF2C	9606.ENSP00000354451	9606.ENSP00000361298	0	0	0	0	0.658	0	0	0.145	0.695
IQGAP3	HJURP	9606.ENSP00000354451	9606.ENSP00000414109	0	0	0	0	0.662	0	0	0.174	0.709
IQGAP3	KIF20A	9606.ENSP00000354451	9606.ENSP00000378356	0	0	0	0	0.704	0	0	0.267	0.773
JAM2	CDH5	9606.ENSP00000383376	9606.ENSP00000497290	0	0	0	0	0.084	0	0	0.406	0.432
KANK2	TNS1	9606.ENSP00000468002	9606.ENSP00000171887	0	0	0	0	0.283	0.068	0	0.230	0.441
KANK2	EMP2	9606.ENSP00000468002	9606.ENSP00000352540	0	0	0	0	0.072	0	0	0.428	0.446
KANK3	HSPA12B	9606.ENSP00000328923	9606.ENSP00000254963	0	0	0	0	0.244	0.100	0	0.300	0.483
KANK3	CLEC14A	9606.ENSP00000328923	9606.ENSP00000353013	0	0	0	0	0.199	0.098	0	0.239	0.403
KIF11	CDC6	9606.ENSP00000260731	9606.ENSP00000209728	0	0	0	0	0.780	0	0	0.434	0.870
KIF11	MYBL2	9606.ENSP00000260731	9606.ENSP00000217026	0	0	0	0	0.387	0	0	0.292	0.548
KIF11	ORC6	9606.ENSP00000260731	9606.ENSP00000219097	0	0	0	0	0.256	0	0	0.329	0.480
KIF11	NCAPH	9606.ENSP00000260731	9606.ENSP00000240423	0	0	0	0	0.853	0.067	0	0.385	0.908
KIF11	DLGAP5	9606.ENSP00000260731	9606.ENSP00000247191	0	0	0	0	0.966	0	0	0.922	0.997
KIF11	E2F8	9606.ENSP00000260731	9606.ENSP00000250024	0	0	0	0	0.815	0	0	0.324	0.870
KIF11	NCAPG	9606.ENSP00000260731	9606.ENSP00000251496	0	0	0	0	0.912	0.086	0	0.722	0.975
KIF11	GINS2	9606.ENSP00000260731	9606.ENSP00000253462	0	0	0	0	0.464	0	0	0.257	0.585
KIF11	CCNB1	9606.ENSP00000260731	9606.ENSP00000256442	0	0	0	0	0.849	0.136	0	0.762	0.966
KIF11	TROAP	9606.ENSP00000260731	9606.ENSP00000257909	0	0	0	0	0.554	0	0	0.136	0.598
KIF11	ESPL1	9606.ENSP00000260731	9606.ENSP00000257934	0	0	0.231	0	0.823	0.088	0	0.625	0.947
KIF11	BRIP1	9606.ENSP00000260731	9606.ENSP00000259008	0	0	0	0	0.427	0.126	0	0.291	0.614
KIF11	ARHGAP6	9606.ENSP00000260731	9606.ENSP00000338967	0	0	0	0	0.395	0	0	0.085	0.423
KIF11	XRCC2	9606.ENSP00000260731	9606.ENSP00000352271	0	0	0	0	0.123	0	0	0.385	0.437
KIF11	PKMYT1	9606.ENSP00000260731	9606.ENSP00000262300	0	0	0	0	0.228	0	0	0.305	0.441
KIF11	RCC1	9606.ENSP00000260731	9606.ENSP00000497402	0	0	0	0	0.258	0.045	0	0.347	0.498
KIF11	POLQ	9606.ENSP00000260731	9606.ENSP00000264233	0	0	0	0	0.517	0	0	0	0.517
KIF11	UBE2T	9606.ENSP00000260731	9606.ENSP00000494957	0	0	0	0	0.438	0	0	0.179	0.519
KIF11	NEIL3	9606.ENSP00000260731	9606.ENSP00000264596	0	0	0	0	0.548	0	0	0.076	0.564
KIF11	EZH2	9606.ENSP00000260731	9606.ENSP00000320147	0	0	0	0	0.500	0.045	0	0.191	0.580
KIF11	TUBB3	9606.ENSP00000260731	9606.ENSP00000320295	0	0	0	0	0.096	0.438	0	0.252	0.587
KIF11	TICRR	9606.ENSP00000260731	9606.ENSP00000268138	0	0	0	0	0.574	0	0	0.104	0.602
KIF11	GTSE1	9606.ENSP00000260731	9606.ENSP00000415430	0	0	0	0	0.492	0	0	0.250	0.603
KIF11	ERCC6L	9606.ENSP00000260731	9606.ENSP00000334675	0	0	0	0	0.555	0.068	0	0.224	0.650
KIF11	KIF26B	9606.ENSP00000260731	9606.ENSP00000385545	0	0	0	0.559	0.111	0.056	0.540	0.204	0.651
KIF11	RAD54L	9606.ENSP00000260731	9606.ENSP00000361043	0	0	0	0	0.488	0.068	0	0.339	0.657
KIF11	GINS1	9606.ENSP00000260731	9606.ENSP00000262460	0	0	0	0	0.524	0	0	0.312	0.658
KIF11	IQGAP3	9606.ENSP00000260731	9606.ENSP00000354451	0	0	0	0	0.606	0	0	0.166	0.658
KIF11	CDC25C	9606.ENSP00000260731	9606.ENSP00000321656	0	0	0	0	0.510	0	0	0.335	0.660
KIF11	SKA3	9606.ENSP00000260731	9606.ENSP00000319417	0	0	0	0	0.559	0	0	0.292	0.675
KIF11	UHRF1	9606.ENSP00000260731	9606.ENSP00000479617	0	0	0	0	0.587	0.069	0	0.301	0.708
KIF11	EXO1	9606.ENSP00000260731	9606.ENSP00000355506	0	0	0	0	0.699	0.063	0	0.255	0.772
KIF11	CDC45	9606.ENSP00000260731	9606.ENSP00000405726	0	0	0	0	0.642	0	0	0.410	0.780
KIF11	CHEK1	9606.ENSP00000260731	9606.ENSP00000391090	0	0	0	0	0.694	0	0	0.377	0.801
KIF11	CKAP2L	9606.ENSP00000260731	9606.ENSP00000305204	0	0	0	0	0.762	0	0	0.220	0.806
KIF11	DEPDC1	9606.ENSP00000260731	9606.ENSP00000412292	0	0	0	0	0.792	0	0	0.258	0.839
KIF11	SGO1	9606.ENSP00000260731	9606.ENSP00000263753	0	0	0	0	0.714	0	0	0.467	0.841
KIF11	DEPDC1B	9606.ENSP00000260731	9606.ENSP00000265036	0	0	0	0	0.812	0	0	0.195	0.842
KIF11	CDCA5	9606.ENSP00000260731	9606.ENSP00000275517	0	0	0	0	0.764	0	0	0.366	0.844
KIF11	STIL	9606.ENSP00000260731	9606.ENSP00000360944	0	0	0	0	0.802	0	0	0.311	0.858
KIF11	KIF18B	9606.ENSP00000260731	9606.ENSP00000465992	0	0	0	0.656	0.593	0.158	0.540	0.278	0.871
KIF11	MCM10	9606.ENSP00000260731	9606.ENSP00000418268	0	0	0	0	0.850	0	0	0.348	0.898
KIF11	CDCA2	9606.ENSP00000260731	9606.ENSP00000328228	0	0	0	0	0.853	0	0	0.372	0.904
KIF11	UBE2C	9606.ENSP00000260731	9606.ENSP00000348838	0	0	0	0	0.835	0	0	0.511	0.916
KIF11	PLK1	9606.ENSP00000260731	9606.ENSP00000300093	0	0	0	0	0.644	0.071	0	0.776	0.919
KIF11	CDCA3	9606.ENSP00000260731	9606.ENSP00000442068	0	0	0	0	0.853	0	0	0.490	0.922
KIF11	HMMR	9606.ENSP00000260731	9606.ENSP00000377492	0	0	0	0	0.815	0.049	0	0.623	0.928
KIF11	ZWINT	9606.ENSP00000260731	9606.ENSP00000363055	0	0	0	0	0.794	0	0	0.665	0.928
KIF11	KIF14	9606.ENSP00000260731	9606.ENSP00000356319	0	0	0	0.617	0.806	0	0.540	0.284	0.930
KIF11	HJURP	9606.ENSP00000260731	9606.ENSP00000414109	0	0	0	0	0.846	0	0	0.563	0.930
KIF11	MKI67	9606.ENSP00000260731	9606.ENSP00000357643	0	0	0	0	0.861	0	0	0.523	0.931
KIF11	FOXM1	9606.ENSP00000260731	9606.ENSP00000342307	0	0	0	0	0.818	0.054	0	0.649	0.934
KIF11	MELK	9606.ENSP00000260731	9606.ENSP00000298048	0	0	0	0	0.897	0	0	0.449	0.941
KIF11	CENPA	9606.ENSP00000260731	9606.ENSP00000336868	0	0	0	0	0.832	0.078	0	0.658	0.942
KIF11	CCNB2	9606.ENSP00000260731	9606.ENSP00000288207	0	0	0	0	0.841	0.136	0	0.629	0.944
KIF11	ANLN	9606.ENSP00000260731	9606.ENSP00000265748	0	0	0	0	0.879	0	0	0.582	0.947
KIF11	RRM2	9606.ENSP00000260731	9606.ENSP00000353770	0	0	0	0	0.863	0	0	0.634	0.947
KIF11	KIF4A	9606.ENSP00000260731	9606.ENSP00000363524	0	0	0	0.645	0.891	0	0.400	0.324	0.952
KIF11	SPAG5	9606.ENSP00000260731	9606.ENSP00000323300	0	0	0	0	0.883	0.071	0	0.613	0.954
KIF11	PBK	9606.ENSP00000260731	9606.ENSP00000428489	0	0	0	0	0.908	0.045	0	0.533	0.955
KIF11	BIRC5	9606.ENSP00000260731	9606.ENSP00000301633	0	0	0	0	0.885	0.067	0	0.637	0.957
KIF11	NEK2	9606.ENSP00000260731	9606.ENSP00000355966	0	0	0	0	0.845	0.054	0	0.745	0.959
KIF11	AURKB	9606.ENSP00000260731	9606.ENSP00000313950	0	0	0	0	0.768	0.272	0	0.804	0.964
